attempt,step,time_s,phase,jaw_centre_error_m,lateral_error_m,along_error_m,tip_goal_error_m,jaw_command_m,approach_elevation_deg,jaw_tilt_deg,base_height_m,base_shift_m,base_yaw_deg,base_forward_m,base_left_m,base_roll_deg,base_pitch_deg,arm_speed_rad_s,finger_contact_n,forearm_contact_n,fell,door_deg,handle_deg,claw_engaged,claw_force_n,force_cmd_n
0,0,0.0,spawn,0.00996,0.00984,0.00156,0.00996,0.00024,-2.08,0.26,0.3496,0.0009,0.027,-0.0009,0.0001,-0.17,0.18,1.729,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
1,0,0.0,spawn,0.00996,0.00984,0.00156,0.00996,0.00024,-2.08,0.26,0.3496,0.0009,0.027,-0.0009,0.0001,-0.17,0.18,1.729,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
2,0,0.0,spawn,0.00996,0.00984,0.00156,0.00996,0.00024,-2.08,0.26,0.3496,0.0009,0.027,-0.0009,0.0001,-0.17,0.18,1.729,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
3,0,0.0,spawn,0.00996,0.00984,0.00156,0.00996,0.00024,-2.08,0.26,0.3496,0.0009,0.027,-0.0009,0.0001,-0.17,0.18,1.729,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
4,0,0.0,spawn,0.00996,0.00984,0.00156,0.00996,0.00024,-2.08,0.26,0.3496,0.0009,0.027,-0.0009,0.0001,-0.17,0.18,1.729,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
5,0,0.0,spawn,0.00996,0.00984,0.00156,0.00996,0.00024,-2.08,0.26,0.3496,0.0009,0.027,-0.0009,0.0001,-0.17,0.18,1.729,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
6,0,0.0,spawn,0.00996,0.00984,0.00156,0.00996,0.00024,-2.08,0.26,0.3496,0.0009,0.027,-0.0009,0.0001,-0.17,0.18,1.729,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
7,0,0.0,spawn,0.00996,0.00984,0.00156,0.00996,0.00024,-2.08,0.26,0.3496,0.0009,0.027,-0.0009,0.0001,-0.17,0.18,1.729,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
8,0,0.0,spawn,0.00996,0.00984,0.00156,0.00996,0.00024,-2.08,0.26,0.3496,0.0009,0.027,-0.0009,0.0001,-0.17,0.18,1.729,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
9,0,0.0,spawn,0.00996,0.00984,0.00156,0.00996,0.00024,-2.08,0.26,0.3496,0.0009,0.027,-0.0009,0.0001,-0.17,0.18,1.729,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
10,0,0.0,spawn,0.00996,0.00984,0.00156,0.00996,0.00024,-2.08,0.26,0.3496,0.0009,0.027,-0.0009,0.0001,-0.17,0.18,1.729,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
11,0,0.0,spawn,0.00996,0.00984,0.00156,0.00996,0.00024,-2.08,0.26,0.3496,0.0009,0.027,-0.0009,0.0001,-0.17,0.18,1.729,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
12,0,0.0,spawn,0.00996,0.00984,0.00156,0.00996,0.00024,-2.08,0.26,0.3496,0.0009,0.027,-0.0009,0.0001,-0.17,0.18,1.729,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
13,0,0.0,spawn,0.00996,0.00984,0.00156,0.00996,0.00024,-2.08,0.26,0.3496,0.0009,0.027,-0.0009,0.0001,-0.17,0.18,1.729,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
14,0,0.0,spawn,0.00996,0.00984,0.00156,0.00996,0.00024,-2.08,0.26,0.3496,0.0009,0.027,-0.0009,0.0001,-0.17,0.18,1.729,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
15,0,0.0,spawn,0.00996,0.00984,0.00156,0.00996,0.00024,-2.08,0.26,0.3496,0.0009,0.027,-0.0009,0.0001,-0.17,0.18,1.729,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
0,1,0.02,spawn,0.02353,0.02309,0.0045,0.02353,0.00048,-3.83,0.72,0.3481,0.0019,0.111,-0.0019,-0.0001,-0.64,-0.02,1.729,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
1,1,0.02,spawn,0.02353,0.0231,0.00451,0.02353,0.00048,-3.83,0.72,0.3481,0.0019,0.111,-0.0019,-0.0001,-0.64,-0.02,1.729,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
2,1,0.02,spawn,0.02353,0.0231,0.00451,0.02353,0.00048,-3.83,0.72,0.3481,0.0019,0.111,-0.0019,-0.0001,-0.64,-0.02,1.729,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
3,1,0.02,spawn,0.02353,0.02309,0.00451,0.02353,0.00048,-3.83,0.72,0.3481,0.0019,0.111,-0.0019,-0.0001,-0.64,-0.02,1.729,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
4,1,0.02,spawn,0.02353,0.02309,0.00451,0.02353,0.00048,-3.83,0.72,0.3481,0.0019,0.111,-0.0019,-0.0001,-0.64,-0.02,1.729,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
5,1,0.02,spawn,0.02353,0.02309,0.00451,0.02353,0.00048,-3.83,0.72,0.3481,0.0019,0.111,-0.0019,-0.0001,-0.64,-0.02,1.729,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
6,1,0.02,spawn,0.02353,0.0231,0.00451,0.02353,0.00048,-3.83,0.72,0.3481,0.0019,0.111,-0.0019,-0.0001,-0.64,-0.02,1.729,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
7,1,0.02,spawn,0.02353,0.02309,0.00451,0.02353,0.00048,-3.83,0.72,0.3481,0.0019,0.111,-0.0019,-0.0001,-0.64,-0.02,1.729,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
8,1,0.02,spawn,0.02353,0.02309,0.00451,0.02353,0.00048,-3.83,0.72,0.3481,0.0019,0.11,-0.0019,-0.0001,-0.64,-0.02,1.729,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
9,1,0.02,spawn,0.02353,0.0231,0.00451,0.02353,0.00048,-3.83,0.72,0.3481,0.0019,0.11,-0.0019,-0.0001,-0.64,-0.02,1.729,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
10,1,0.02,spawn,0.02353,0.0231,0.00451,0.02353,0.00048,-3.83,0.72,0.3481,0.0019,0.11,-0.0019,-0.0001,-0.64,-0.02,1.729,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
11,1,0.02,spawn,0.02353,0.02309,0.00451,0.02353,0.00048,-3.83,0.72,0.3481,0.0019,0.11,-0.0019,-0.0001,-0.64,-0.02,1.729,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
12,1,0.02,spawn,0.02353,0.02309,0.00451,0.02353,0.00048,-3.83,0.72,0.3481,0.0019,0.11,-0.0019,-0.0001,-0.64,-0.02,1.729,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
13,1,0.02,spawn,0.02353,0.0231,0.00451,0.02353,0.00048,-3.83,0.72,0.3481,0.0019,0.11,-0.0019,-0.0001,-0.64,-0.02,1.729,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
14,1,0.02,spawn,0.02353,0.0231,0.00451,0.02353,0.00048,-3.83,0.72,0.3481,0.0019,0.11,-0.0019,-0.0001,-0.64,-0.02,1.729,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
15,1,0.02,spawn,0.02353,0.02309,0.00451,0.02353,0.00048,-3.83,0.72,0.3481,0.0019,0.11,-0.0019,-0.0001,-0.64,-0.02,1.729,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
0,2,0.04,spawn,0.03196,0.03085,0.00836,0.03196,0.00072,-3.83,1.35,0.3464,0.0028,0.176,-0.0028,-0.0003,-1.3,-0.15,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
1,2,0.04,spawn,0.03196,0.03085,0.00835,0.03196,0.00072,-3.83,1.35,0.3464,0.0028,0.176,-0.0028,-0.0003,-1.3,-0.15,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
2,2,0.04,spawn,0.03196,0.03085,0.00836,0.03196,0.00072,-3.83,1.35,0.3464,0.0028,0.176,-0.0028,-0.0003,-1.3,-0.15,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
3,2,0.04,spawn,0.03196,0.03085,0.00836,0.03196,0.00072,-3.83,1.35,0.3464,0.0028,0.176,-0.0028,-0.0003,-1.3,-0.15,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
4,2,0.04,spawn,0.03196,0.03085,0.00836,0.03196,0.00072,-3.83,1.35,0.3464,0.0028,0.176,-0.0028,-0.0003,-1.3,-0.15,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
5,2,0.04,spawn,0.03196,0.03085,0.00836,0.03196,0.00072,-3.83,1.35,0.3464,0.0028,0.176,-0.0028,-0.0003,-1.3,-0.15,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
6,2,0.04,spawn,0.03196,0.03085,0.00836,0.03196,0.00072,-3.83,1.35,0.3464,0.0028,0.176,-0.0028,-0.0003,-1.3,-0.15,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
7,2,0.04,spawn,0.03196,0.03085,0.00836,0.03196,0.00072,-3.83,1.35,0.3464,0.0028,0.176,-0.0028,-0.0003,-1.3,-0.15,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
8,2,0.04,spawn,0.03196,0.03085,0.00836,0.03196,0.00072,-3.83,1.35,0.3464,0.0028,0.176,-0.0028,-0.0003,-1.3,-0.15,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
9,2,0.04,spawn,0.03197,0.03085,0.00836,0.03197,0.00072,-3.83,1.35,0.3464,0.0028,0.176,-0.0028,-0.0003,-1.3,-0.15,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
10,2,0.04,spawn,0.03196,0.03085,0.00836,0.03196,0.00072,-3.83,1.35,0.3464,0.0028,0.176,-0.0028,-0.0003,-1.3,-0.15,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
11,2,0.04,spawn,0.03197,0.03085,0.00836,0.03197,0.00072,-3.83,1.35,0.3464,0.0028,0.176,-0.0028,-0.0003,-1.3,-0.15,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
12,2,0.04,spawn,0.03197,0.03085,0.00836,0.03197,0.00072,-3.83,1.35,0.3464,0.0028,0.176,-0.0028,-0.0003,-1.3,-0.15,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
13,2,0.04,spawn,0.03197,0.03085,0.00836,0.03197,0.00072,-3.83,1.35,0.3464,0.0028,0.176,-0.0028,-0.0003,-1.3,-0.15,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
14,2,0.04,spawn,0.03197,0.03085,0.00836,0.03197,0.00072,-3.83,1.35,0.3464,0.0028,0.176,-0.0028,-0.0003,-1.3,-0.15,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
15,2,0.04,spawn,0.03197,0.03085,0.00836,0.03197,0.00072,-3.83,1.35,0.3464,0.0028,0.176,-0.0028,-0.0003,-1.3,-0.15,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
0,3,0.06,spawn,0.03809,0.03628,0.0116,0.03809,0.00096,-3.44,1.76,0.3447,0.0037,0.235,-0.0037,-0.0003,-1.76,-0.34,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
1,3,0.06,spawn,0.03809,0.03628,0.0116,0.03809,0.00096,-3.44,1.76,0.3447,0.0037,0.235,-0.0037,-0.0003,-1.76,-0.34,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
2,3,0.06,spawn,0.03809,0.03628,0.01161,0.03809,0.00096,-3.44,1.76,0.3447,0.0037,0.235,-0.0037,-0.0003,-1.76,-0.34,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
3,3,0.06,spawn,0.03809,0.03628,0.0116,0.03809,0.00096,-3.44,1.76,0.3447,0.0037,0.235,-0.0037,-0.0003,-1.76,-0.34,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
4,3,0.06,spawn,0.03809,0.03628,0.01161,0.03809,0.00096,-3.44,1.76,0.3447,0.0037,0.235,-0.0037,-0.0003,-1.76,-0.34,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
5,3,0.06,spawn,0.03809,0.03628,0.01161,0.03809,0.00096,-3.44,1.76,0.3447,0.0037,0.235,-0.0037,-0.0003,-1.76,-0.34,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
6,3,0.06,spawn,0.03809,0.03627,0.01161,0.03809,0.00096,-3.44,1.76,0.3447,0.0037,0.235,-0.0037,-0.0003,-1.76,-0.34,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
7,3,0.06,spawn,0.03809,0.03628,0.01161,0.03809,0.00096,-3.44,1.76,0.3447,0.0037,0.235,-0.0037,-0.0003,-1.76,-0.34,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
8,3,0.06,spawn,0.03809,0.03628,0.01161,0.03809,0.00096,-3.44,1.76,0.3447,0.0037,0.235,-0.0037,-0.0003,-1.76,-0.34,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
9,3,0.06,spawn,0.03809,0.03628,0.01161,0.03809,0.00096,-3.44,1.76,0.3447,0.0037,0.235,-0.0037,-0.0003,-1.76,-0.34,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
10,3,0.06,spawn,0.03809,0.03628,0.01161,0.03809,0.00096,-3.44,1.76,0.3447,0.0037,0.235,-0.0037,-0.0003,-1.76,-0.34,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
11,3,0.06,spawn,0.0381,0.03629,0.01161,0.0381,0.00096,-3.44,1.76,0.3447,0.0037,0.235,-0.0037,-0.0003,-1.76,-0.34,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
12,3,0.06,spawn,0.03809,0.03628,0.01161,0.03809,0.00096,-3.44,1.76,0.3447,0.0037,0.235,-0.0037,-0.0003,-1.76,-0.34,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
13,3,0.06,spawn,0.03809,0.03628,0.01161,0.03809,0.00096,-3.44,1.76,0.3447,0.0037,0.235,-0.0037,-0.0003,-1.76,-0.34,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
14,3,0.06,spawn,0.03809,0.03628,0.01161,0.03809,0.00096,-3.44,1.76,0.3447,0.0037,0.235,-0.0037,-0.0003,-1.76,-0.34,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
15,3,0.06,spawn,0.03809,0.03628,0.01161,0.03809,0.00096,-3.44,1.76,0.3447,0.0037,0.235,-0.0037,-0.0003,-1.76,-0.34,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
0,4,0.08,spawn,0.03898,0.03678,0.01291,0.03898,0.0012,-2.74,1.63,0.343,0.0042,0.237,-0.0042,-0.0002,-1.7,-0.77,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
1,4,0.08,spawn,0.03898,0.03678,0.01291,0.03898,0.0012,-2.74,1.63,0.343,0.0042,0.237,-0.0042,-0.0002,-1.7,-0.77,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
2,4,0.08,spawn,0.03897,0.03677,0.01291,0.03897,0.0012,-2.73,1.63,0.343,0.0042,0.237,-0.0042,-0.0002,-1.7,-0.77,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
3,4,0.08,spawn,0.03898,0.03678,0.01291,0.03898,0.0012,-2.74,1.63,0.343,0.0042,0.237,-0.0042,-0.0002,-1.7,-0.77,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
4,4,0.08,spawn,0.03898,0.03678,0.01291,0.03898,0.0012,-2.74,1.63,0.343,0.0042,0.237,-0.0042,-0.0002,-1.7,-0.77,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
5,4,0.08,spawn,0.03898,0.03678,0.01291,0.03898,0.0012,-2.74,1.63,0.343,0.0042,0.237,-0.0042,-0.0002,-1.7,-0.77,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
6,4,0.08,spawn,0.03897,0.03677,0.01291,0.03897,0.0012,-2.73,1.63,0.343,0.0042,0.237,-0.0042,-0.0002,-1.7,-0.77,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
7,4,0.08,spawn,0.03898,0.03678,0.01291,0.03898,0.0012,-2.74,1.63,0.343,0.0042,0.237,-0.0042,-0.0002,-1.7,-0.77,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
8,4,0.08,spawn,0.03898,0.03678,0.01291,0.03898,0.0012,-2.74,1.63,0.343,0.0042,0.237,-0.0042,-0.0002,-1.7,-0.77,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
9,4,0.08,spawn,0.03898,0.03678,0.01291,0.03898,0.0012,-2.74,1.63,0.343,0.0042,0.236,-0.0042,-0.0002,-1.7,-0.77,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
10,4,0.08,spawn,0.03898,0.03678,0.01291,0.03898,0.0012,-2.74,1.63,0.343,0.0042,0.237,-0.0042,-0.0002,-1.7,-0.77,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
11,4,0.08,spawn,0.03899,0.03679,0.01291,0.03899,0.0012,-2.74,1.63,0.343,0.0042,0.236,-0.0042,-0.0002,-1.7,-0.77,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
12,4,0.08,spawn,0.03899,0.03679,0.01291,0.03899,0.0012,-2.74,1.63,0.343,0.0042,0.236,-0.0042,-0.0002,-1.7,-0.77,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
13,4,0.08,spawn,0.03899,0.03679,0.01291,0.03899,0.0012,-2.74,1.63,0.343,0.0042,0.236,-0.0042,-0.0002,-1.7,-0.77,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
14,4,0.08,spawn,0.03899,0.03678,0.01291,0.03899,0.0012,-2.74,1.63,0.343,0.0042,0.236,-0.0042,-0.0002,-1.7,-0.77,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
15,4,0.08,spawn,0.03898,0.03678,0.01291,0.03898,0.0012,-2.74,1.63,0.343,0.0042,0.236,-0.0042,-0.0002,-1.7,-0.77,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
0,5,0.1,spawn,0.03871,0.0371,0.01107,0.03871,0.00144,-2.14,1.65,0.3413,0.0047,0.302,-0.0047,0.0,-1.81,-1.23,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
1,5,0.1,spawn,0.03871,0.03709,0.01107,0.03871,0.00144,-2.14,1.65,0.3413,0.0047,0.302,-0.0047,0.0,-1.81,-1.23,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
2,5,0.1,spawn,0.03871,0.03709,0.01107,0.03871,0.00144,-2.14,1.65,0.3413,0.0047,0.302,-0.0047,0.0,-1.81,-1.23,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
3,5,0.1,spawn,0.03871,0.0371,0.01107,0.03871,0.00144,-2.14,1.65,0.3413,0.0047,0.302,-0.0047,0.0,-1.81,-1.23,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
4,5,0.1,spawn,0.03872,0.0371,0.01107,0.03872,0.00144,-2.14,1.65,0.3413,0.0047,0.302,-0.0047,0.0,-1.81,-1.23,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
5,5,0.1,spawn,0.03871,0.0371,0.01107,0.03871,0.00144,-2.14,1.65,0.3413,0.0047,0.302,-0.0047,0.0,-1.81,-1.23,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
6,5,0.1,spawn,0.0387,0.03709,0.01107,0.0387,0.00144,-2.14,1.65,0.3413,0.0047,0.302,-0.0047,0.0,-1.81,-1.23,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
7,5,0.1,spawn,0.03871,0.0371,0.01107,0.03871,0.00144,-2.14,1.65,0.3413,0.0047,0.302,-0.0047,0.0,-1.81,-1.23,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
8,5,0.1,spawn,0.03871,0.0371,0.01107,0.03871,0.00144,-2.14,1.65,0.3413,0.0047,0.302,-0.0047,0.0,-1.81,-1.23,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
9,5,0.1,spawn,0.03872,0.0371,0.01107,0.03872,0.00144,-2.14,1.65,0.3413,0.0047,0.302,-0.0047,0.0,-1.81,-1.23,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
10,5,0.1,spawn,0.03871,0.03709,0.01107,0.03871,0.00144,-2.14,1.65,0.3413,0.0047,0.302,-0.0047,0.0,-1.81,-1.23,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
11,5,0.1,spawn,0.03873,0.03711,0.01107,0.03873,0.00144,-2.14,1.65,0.3413,0.0047,0.302,-0.0047,0.0,-1.81,-1.23,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
12,5,0.1,spawn,0.03872,0.0371,0.01107,0.03872,0.00144,-2.14,1.65,0.3413,0.0047,0.302,-0.0047,0.0,-1.81,-1.23,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
13,5,0.1,spawn,0.03872,0.03711,0.01108,0.03872,0.00144,-2.14,1.65,0.3413,0.0047,0.302,-0.0047,0.0,-1.81,-1.23,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
14,5,0.1,spawn,0.03872,0.0371,0.01108,0.03872,0.00144,-2.14,1.65,0.3413,0.0047,0.302,-0.0047,0.0,-1.81,-1.23,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
15,5,0.1,spawn,0.03872,0.0371,0.01108,0.03872,0.00144,-2.14,1.65,0.3413,0.0047,0.302,-0.0047,0.0,-1.81,-1.23,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
0,6,0.12,spawn,0.03649,0.03588,0.00668,0.03649,0.00168,-1.87,1.55,0.3396,0.005,0.344,-0.005,0.0003,-1.76,-1.6,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
1,6,0.12,spawn,0.03649,0.03587,0.00668,0.03649,0.00168,-1.87,1.55,0.3396,0.005,0.344,-0.005,0.0003,-1.76,-1.6,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
2,6,0.12,spawn,0.03648,0.03587,0.00668,0.03648,0.00168,-1.87,1.55,0.3396,0.005,0.345,-0.005,0.0003,-1.76,-1.6,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
3,6,0.12,spawn,0.03649,0.03587,0.00668,0.03649,0.00168,-1.87,1.55,0.3396,0.005,0.345,-0.005,0.0003,-1.76,-1.6,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
4,6,0.12,spawn,0.0365,0.03588,0.00669,0.0365,0.00168,-1.87,1.55,0.3396,0.005,0.345,-0.005,0.0003,-1.76,-1.6,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
5,6,0.12,spawn,0.0365,0.03588,0.00668,0.0365,0.00168,-1.87,1.55,0.3396,0.005,0.344,-0.005,0.0003,-1.76,-1.6,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
6,6,0.12,spawn,0.03648,0.03586,0.00669,0.03648,0.00168,-1.87,1.55,0.3396,0.005,0.345,-0.005,0.0003,-1.76,-1.6,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
7,6,0.12,spawn,0.03649,0.03587,0.00669,0.03649,0.00168,-1.87,1.55,0.3396,0.005,0.345,-0.005,0.0003,-1.76,-1.6,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
8,6,0.12,spawn,0.03649,0.03588,0.00669,0.03649,0.00168,-1.87,1.55,0.3396,0.005,0.345,-0.005,0.0003,-1.76,-1.6,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
9,6,0.12,spawn,0.0365,0.03588,0.00669,0.0365,0.00168,-1.87,1.55,0.3396,0.005,0.344,-0.005,0.0003,-1.76,-1.6,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
10,6,0.12,spawn,0.03649,0.03587,0.00668,0.03649,0.00168,-1.87,1.55,0.3396,0.005,0.344,-0.005,0.0003,-1.76,-1.6,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
11,6,0.12,spawn,0.03651,0.03589,0.00669,0.03651,0.00168,-1.87,1.55,0.3396,0.005,0.344,-0.005,0.0003,-1.76,-1.6,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
12,6,0.12,spawn,0.0365,0.03588,0.00669,0.0365,0.00168,-1.87,1.55,0.3396,0.005,0.344,-0.005,0.0003,-1.76,-1.6,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
13,6,0.12,spawn,0.0365,0.03589,0.00669,0.0365,0.00168,-1.87,1.55,0.3396,0.005,0.344,-0.005,0.0003,-1.76,-1.6,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
14,6,0.12,spawn,0.0365,0.03588,0.00669,0.0365,0.00168,-1.87,1.55,0.3396,0.005,0.344,-0.005,0.0003,-1.76,-1.6,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
15,6,0.12,spawn,0.0365,0.03588,0.00669,0.0365,0.00168,-1.87,1.55,0.3396,0.005,0.344,-0.005,0.0003,-1.76,-1.6,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
0,7,0.14,spawn,0.03281,0.03281,0.0001,0.03281,0.00192,-1.52,1.6,0.3381,0.0053,0.396,-0.0053,0.0007,-1.85,-1.74,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
1,7,0.14,spawn,0.0328,0.0328,0.0001,0.0328,0.00192,-1.52,1.6,0.3381,0.0053,0.396,-0.0053,0.0007,-1.84,-1.74,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
2,7,0.14,spawn,0.0328,0.0328,0.0001,0.0328,0.00192,-1.52,1.6,0.3381,0.0053,0.396,-0.0053,0.0007,-1.85,-1.74,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
3,7,0.14,spawn,0.03281,0.03281,0.0001,0.03281,0.00192,-1.52,1.6,0.3381,0.0053,0.396,-0.0053,0.0007,-1.84,-1.74,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
4,7,0.14,spawn,0.03282,0.03282,0.0001,0.03282,0.00192,-1.52,1.6,0.3381,0.0053,0.396,-0.0053,0.0007,-1.84,-1.74,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
5,7,0.14,spawn,0.03281,0.03281,0.0001,0.03281,0.00192,-1.52,1.6,0.3381,0.0053,0.396,-0.0053,0.0007,-1.84,-1.74,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
6,7,0.14,spawn,0.0328,0.03279,0.0001,0.0328,0.00192,-1.52,1.6,0.3381,0.0053,0.396,-0.0053,0.0007,-1.85,-1.74,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
7,7,0.14,spawn,0.03281,0.03281,0.0001,0.03281,0.00192,-1.52,1.6,0.3381,0.0053,0.396,-0.0053,0.0007,-1.84,-1.74,1.73,0.0,0.0,0,-0.0,-0.0,0,0.0,0.0
